name,date,slice_s_idx,slice_e_idx,start_time,end_time,ellipse_d_max,Euclidean_d_max,Feret_d_max,area,perimeter,circularity,probe,first_diode_trunc,last_diode_trunc,image_trunc,aspect_ratio,wind_w,pres,alt,temp,LWC,IWC
14000_20ch0,220720,14000,14014,18:35:50.591000000,18:35:50.591000000,214.93183916643235,172.04650534085255,186.0107523773828,8500.0,523.8477631085022,2.5691022991177173,ch0,0,0,0,2.5171336639592927,-0.30816025,392.99344,7793.719,256.289,0.0045559453,0.046033062
14000_20ch0,220720,14000,14026,18:35:50.591000000,18:35:50.591000000,263.862311754212,288.44410203711914,296.81644159311656,45600.0,1015.6244584051392,1.8000791245852164,ch0,0,19,0,1.080718939944369,-0.30816025,392.99344,7793.719,256.289,0.0045559453,0.046033062
367051_20ch0,220720,367051,367084,18:40:59.846000000,18:40:59.846000000,626.5371278182162,636.9458375717671,646.2197768561405,112500.0,2148.2337649086285,3.264379863308573,ch0,0,0,0,2.43651908905977,-2.6847816,352.44666,8610.611,251.001,0.00016109257,0.17451775
367051_20ch0,220720,367051,367058,18:40:59.846000000,18:40:59.846000000,163.6112670801484,152.97058540778357,162.78820596099706,4400.0,372.42640687119285,2.508524768778465,ch0,0,0,0,2.3357408468292884,-2.6847816,352.44666,8610.611,251.001,0.00016109257,0.17451775
568208_20ch0,220720,568208,568225,18:41:06.694000000,18:41:06.694000000,417.9293525988809,441.8144406874905,451.7742799230607,45400.0,1309.827560572969,3.007201517115388,ch0,0,0,0,2.6694475828614648,-0.47199288,352.35294,8603.233,250.57713,0.05960513,0.43103302
568208_20ch0,220720,568208,568222,18:41:06.694000000,18:41:06.694000000,157.3702355117519,143.17821063276352,152.97058540778357,8500.0,429.70562748477136,1.7286747674182097,ch0,0,14,0,2.012966641004817,-0.47199288,352.35294,8603.233,250.57713,0.05960513,0.43103302
728277_20ch0,220720,728277,728319,18:41:08.956000000,18:41:08.956000000,537.5607047427657,579.7413216254298,592.0304046246274,92300.0,2508.294731452728,5.424323305281936,ch0,0,0,0,1.2695152857240393,0.71335065,352.68448,8601.603,250.51028,0.0,1.5812247
728277_20ch0,220720,728277,728290,18:41:08.956000000,18:41:08.956000000,201.0666065752948,201.24611797498108,210.2379604162864,17100.0,623.1980515339465,1.8073663791613648,ch0,0,4,0,1.748941166455256,0.71335065,352.68448,8601.603,250.51028,0.0,1.5812247
1003345_20ch0,220720,1003345,1003360,18:41:15.992000000,18:41:15.992000000,231.16805938212863,215.870331449229,228.0350850198276,22300.0,794.2640687119285,2.251205314182534,ch0,0,0,0,1.586790677370009,0.15008743,352.668,8596.316,250.90231,0.0,0.2877712
1003345_20ch0,220720,1003345,1003355,18:41:15.992000000,18:41:15.992000000,113.93599037102194,104.40306508910552,114.0175425099138,3800.0,242.42640687119288,1.2307402065411246,ch0,0,0,0,2.6249716963117296,0.15008743,352.668,8596.316,250.90231,0.0,0.2877712
1016899_20ch0,220720,1016899,1016909,18:41:16.506000000,18:41:16.506000000,101.50007694612076,100.4987562112089,110.4536101718726,3800.0,226.56854249492383,1.0749933089715795,ch0,0,0,0,1.9257283770047569,0.26495028,352.70404,8595.919,250.58342,0.037641834,0.22613941
1016899_20ch0,220720,1016899,1016911,18:41:16.506000000,18:41:16.506000000,179.567815682718,180.27756377319943,194.164878389476,16000.0,657.9898987322333,2.153320159615818,ch0,0,0,0,1.3322389162168256,0.26495028,352.70404,8595.919,250.58342,0.037641834,0.22613941
1084989_20ch0,220720,1084989,1085000,18:41:18.004000000,18:41:18.004000000,140.77170588338296,117.04699910719626,134.1640786499874,3500.0,266.9238815542512,1.6199326356370505,ch0,0,0,0,3.0160857318782024,-0.17811881,352.7998,8596.436,250.37033,0.013303516,0.34047815
1084989_20ch0,220720,1084989,1085008,18:41:18.004000000,18:41:18.004000000,312.4868558415385,311.44823004794875,321.40317359976393,40000.0,964.2640687119284,1.849788659635793,ch0,0,0,0,1.772204991607861,-0.17811881,352.7998,8596.436,250.37033,0.013303516,0.34047815
1154864_20ch0,220720,1154864,1154875,18:41:19.455000000,18:41:19.455000000,136.27553317822498,114.0175425099138,130.384048104053,4500.0,333.492424049175,1.966751849241367,ch0,0,0,0,1.9555652466912663,-0.7093752,352.70816,8597.584,250.48871,0.0064446866,0.2351761
1154864_20ch0,220720,1154864,1154883,18:41:19.455000000,18:41:19.455000000,221.8455183289365,226.71568097509268,236.00847442411893,28300.0,825.9797974644666,1.918414952069937,ch0,0,0,0,1.1488885949106344,-0.7093752,352.70816,8597.584,250.48871,0.0064446866,0.2351761
1271379_20ch0,220720,1271379,1271390,18:41:25.008000000,18:41:25.008000000,117.29688845319774,110.4536101718726,120.41594578792296,3700.0,287.27922061357856,1.7749937969692418,ch0,0,0,0,2.0295972794205666,-0.6525416,352.17792,8608.525,250.85281,0.019161172,0.12359617
1271379_20ch0,220720,1271379,1271395,18:41:25.008000000,18:41:25.008000000,314.5352687810259,300.8321791298265,313.8470965295043,29200.0,1171.543289325507,3.740450966377967,ch0,0,0,0,2.131448183052781,-0.6525416,352.17792,8608.525,250.85281,0.019161172,0.12359617
1336131_20ch0,220720,1336131,1336145,18:45:31.411000000,18:45:31.411000000,342.2161127427716,335.26109228480425,347.85054261852173,30500.0,1014.619407771256,2.685941980942016,ch0,0,0,0,2.731910776017592,-2.0839636,326.39716,9163.603,246.5128,0.032351337,0.15119475
1336131_20ch0,220720,1336131,1336140,18:45:31.411000000,18:45:31.411000000,127.98640100617897,108.16653826391968,122.06555615733704,3700.0,273.1370849898476,1.6045370592073325,ch0,0,0,0,2.717124718442068,-2.0839636,326.39716,9163.603,246.5128,0.032351337,0.15119475
1515314_20ch0,220720,1515314,1515332,18:45:41.114000000,18:45:41.114000000,267.60108302866445,243.3105012119288,254.95097567963924,23600.0,1307.1067811865476,5.761031747512625,ch0,0,0,0,1.398055204862477,0.42521024,326.26947,9166.743,246.44398,0.0,0.061303623
1515314_20ch0,220720,1515314,1515325,18:45:41.114000000,18:45:41.114000000,129.84989261654064,120.83045973594572,130.0,3100.0,254.85281374238568,1.6672752674223643,ch0,0,0,0,2.6133192874268456,0.42521024,326.26947,9166.743,246.44398,0.0,0.061303623
1556579_20ch0,220720,1556579,1556613,19:03:17.719000000,19:03:17.719000000,499.9985674103076,499.2995093127971,507.74009099144416,78200.0,2420.3657992645926,5.9613606702280695,ch0,0,0,0,1.6717449502101778,-0.15480985,407.5325,7520.274,257.93588,1.1308587e-05,0.04687581
1556579_20ch0,220720,1556579,1556588,19:03:17.719000000,19:03:17.719000000,110.11903690528708,106.3014581273465,122.06555615733704,5500.0,318.6396103067893,1.4690175052749153,ch0,0,7,0,1.5170295480510396,-0.15480985,407.5325,7520.274,257.93588,1.1308587e-05,0.04687581
1589447_20ch0,220720,1589447,1589455,19:03:22.134000000,19:03:22.134000000,117.33525221907016,100.0,114.0175425099138,4400.0,273.1370849898476,1.349269799787984,ch0,0,0,0,2.2959394425216626,-0.16766202,407.7271,7515.736,258.02695,0.0,0.22394933
1589447_20ch0,220720,1589447,1589468,19:03:22.134000000,19:03:22.134000000,299.81428783210407,297.3213749463701,311.44823004794875,33800.0,1111.543289325507,2.9088826267238,ch0,0,0,0,1.7775862766422694,-0.16766202,407.7271,7515.736,258.02695,0.0,0.22394933
1595927_20ch0,220720,1595927,1595938,19:03:22.665000000,19:03:22.665000000,134.947092941059,120.83045973594572,134.1640786499874,4700.0,296.9238815542512,1.4927343839319294,ch0,0,0,0,2.560188011484621,-0.26975507,407.73843,7515.902,258.0358,0.0,0.16268484
